arm,rep,iid,repo,gold_hit,submitted,consulted,deep_read,read_before_edit,prompt_tokens,completion_tokens,ctx_tokens
SHARD,1,django__django-15731,django,1,1,1,1,1,24540,1885,178
SHARD,1,django__django-15814,django,1,1,1,1,1,14312,729,178
SHARD,1,django__django-15957,django,0,1,1,1,1,64952,3545,178
SHARD,1,django__django-16100,django,0,1,1,1,1,81422,2994,178
SHARD,1,django__django-16116,django,1,1,1,1,1,64513,3754,399
SHARD,1,django__django-16136,django,0,0,1,1,1,39034,3334,178
SHARD,1,django__django-16454,django,1,1,1,1,1,21034,2332,178
SHARD,1,django__django-16502,django,0,1,1,1,1,89737,5993,178
SHARD,1,django__django-16631,django,1,1,1,1,1,37469,2788,178
SHARD,1,django__django-16667,django,1,1,1,1,1,18285,2017,178
SHARD,1,django__django-17084,django,0,0,1,1,1,76966,3354,178
SHARD,1,matplotlib__matplotlib-13989,matplotlib,0,1,1,1,1,95522,4066,969
SHARD,1,matplotlib__matplotlib-14623,matplotlib,0,0,1,1,1,81336,4476,577
SHARD,1,matplotlib__matplotlib-20488,matplotlib,0,0,0,0,0,37199,1916,0
SHARD,1,matplotlib__matplotlib-20676,matplotlib,1,1,1,1,1,72522,3127,577
SHARD,1,matplotlib__matplotlib-20826,matplotlib,0,1,1,1,1,47093,1924,969
SHARD,1,matplotlib__matplotlib-20859,matplotlib,0,0,1,1,1,53464,4267,217
SHARD,1,matplotlib__matplotlib-21568,matplotlib,0,0,1,1,1,90094,3791,577
SHARD,1,matplotlib__matplotlib-22719,matplotlib,0,1,1,1,1,35680,1843,577
SHARD,1,matplotlib__matplotlib-22865,matplotlib,1,1,1,1,1,36679,1555,217
SHARD,1,matplotlib__matplotlib-22871,matplotlib,0,0,1,1,1,83941,3297,577
SHARD,1,matplotlib__matplotlib-23299,matplotlib,0,1,1,1,1,33363,1337,217
SHARD,1,matplotlib__matplotlib-23314,matplotlib,0,0,1,1,1,99894,4526,217
SHARD,1,matplotlib__matplotlib-23412,matplotlib,1,1,1,1,1,40065,1884,217
SHARD,1,matplotlib__matplotlib-23476,matplotlib,0,1,1,1,1,29363,1811,217
SHARD,1,matplotlib__matplotlib-24026,matplotlib,1,1,1,1,1,30279,1668,217
SHARD,1,matplotlib__matplotlib-24149,matplotlib,0,0,1,1,1,84900,3649,577
SHARD,1,matplotlib__matplotlib-24177,matplotlib,0,1,1,1,1,29000,1791,217
SHARD,1,matplotlib__matplotlib-24570,matplotlib,1,1,1,1,1,56766,4217,217
SHARD,1,matplotlib__matplotlib-24627,matplotlib,1,1,1,1,1,35383,2450,577
SHARD,1,matplotlib__matplotlib-24637,matplotlib,1,1,1,1,1,33492,2639,217
SHARD,1,matplotlib__matplotlib-24870,matplotlib,1,1,1,1,1,96349,3590,969
SHARD,1,matplotlib__matplotlib-24970,matplotlib,0,0,1,1,1,67969,2876,609
SHARD,1,matplotlib__matplotlib-25122,matplotlib,1,1,1,1,1,36277,1916,217
SHARD,1,matplotlib__matplotlib-25287,matplotlib,1,1,1,1,1,15904,1242,969
SHARD,1,matplotlib__matplotlib-25311,matplotlib,0,1,1,1,1,32853,2201,217
SHARD,1,matplotlib__matplotlib-25332,matplotlib,0,1,1,1,1,36899,2260,969
SHARD,1,matplotlib__matplotlib-25479,matplotlib,1,1,1,1,1,55606,3454,609
SHARD,1,matplotlib__matplotlib-25775,matplotlib,1,1,1,1,1,75180,4288,217
SHARD,1,matplotlib__matplotlib-25960,matplotlib,1,1,1,1,1,34600,2979,217
SHARD,1,matplotlib__matplotlib-26113,matplotlib,1,1,1,1,1,33625,1565,217
SHARD,1,matplotlib__matplotlib-26208,matplotlib,0,1,1,1,1,114908,4310,577
SHARD,1,matplotlib__matplotlib-26291,matplotlib,1,1,1,1,1,27929,1691,217
SHARD,1,matplotlib__matplotlib-26342,matplotlib,0,1,1,1,1,54658,2762,217
SHARD,1,matplotlib__matplotlib-26466,matplotlib,0,0,1,1,1,62488,3273,217
SHARD,1,pydata__xarray-3993,xarray,1,1,1,1,1,17663,1095,149
SHARD,1,pydata__xarray-4075,xarray,1,1,1,1,1,40980,2598,149
SHARD,1,pydata__xarray-4094,xarray,1,1,1,1,1,22976,2099,149
SHARD,1,pydata__xarray-4356,xarray,1,1,1,1,1,22023,2227,149
SHARD,1,pydata__xarray-4695,xarray,0,1,1,1,1,63388,2606,149
SHARD,1,pydata__xarray-4966,xarray,1,1,1,1,1,52219,2419,149
SHARD,1,pydata__xarray-6599,xarray,1,1,1,1,1,47227,1751,313
SHARD,1,pydata__xarray-6721,xarray,0,1,0,0,0,24040,1152,0
SHARD,1,pydata__xarray-6744,xarray,1,1,1,1,1,62600,4136,149
SHARD,1,pydata__xarray-6938,xarray,0,0,1,1,1,41005,1390,149
SHARD,1,pydata__xarray-6992,xarray,1,1,1,1,1,17176,1678,149
SHARD,1,pydata__xarray-7233,xarray,1,1,1,1,1,81409,4832,313
SHARD,1,pytest-dev__pytest-10051,pytest,0,0,1,1,1,48752,3074,229
SHARD,1,pytest-dev__pytest-10081,pytest,0,1,1,1,1,58157,2564,327
SHARD,1,pytest-dev__pytest-10356,pytest,0,0,1,1,1,41488,2854,327
SHARD,1,pytest-dev__pytest-5262,pytest,1,1,0,0,0,17580,1805,0
SHARD,1,pytest-dev__pytest-5631,pytest,1,1,1,1,1,22746,1947,337
SHARD,1,pytest-dev__pytest-5787,pytest,1,1,1,1,1,48851,3606,313
SHARD,1,pytest-dev__pytest-5809,pytest,1,1,1,1,1,9512,545,229
SHARD,1,pytest-dev__pytest-5840,pytest,0,0,1,1,1,69346,3006,337
SHARD,1,pytest-dev__pytest-6197,pytest,1,1,1,1,1,17975,1663,337
SHARD,1,pytest-dev__pytest-6202,pytest,0,0,1,1,1,61199,2883,260
SHARD,1,pytest-dev__pytest-7205,pytest,0,0,0,0,0,20624,990,0
SHARD,1,pytest-dev__pytest-7236,pytest,1,1,1,1,1,41941,3311,313
SHARD,1,pytest-dev__pytest-7324,pytest,1,1,1,1,1,31229,2110,229
SHARD,1,pytest-dev__pytest-7432,pytest,0,0,1,1,1,26320,1737,327
SHARD,1,pytest-dev__pytest-7490,pytest,1,1,1,1,1,53063,2404,327
SHARD,1,pytest-dev__pytest-7521,pytest,1,1,0,0,0,53329,3842,0
SHARD,1,pytest-dev__pytest-7571,pytest,1,1,1,1,1,32139,1427,229
SHARD,1,pytest-dev__pytest-7982,pytest,1,1,1,1,1,11002,737,337
SHARD,1,pytest-dev__pytest-8399,pytest,1,1,1,1,1,27413,3052,405
SHARD,1,scikit-learn__scikit-learn-10297,scikit-learn,1,1,1,1,1,30432,2341,222
SHARD,1,scikit-learn__scikit-learn-10844,scikit-learn,1,1,1,1,1,34491,1929,222
SHARD,1,scikit-learn__scikit-learn-10908,scikit-learn,1,1,1,1,1,48732,4157,222
SHARD,1,scikit-learn__scikit-learn-11310,scikit-learn,1,1,1,1,1,12488,1369,222
SHARD,1,scikit-learn__scikit-learn-11578,scikit-learn,1,1,1,1,1,30786,927,222
SHARD,1,scikit-learn__scikit-learn-12585,scikit-learn,1,1,1,1,1,8929,853,543
SHARD,1,scikit-learn__scikit-learn-12682,scikit-learn,0,0,1,1,1,39247,3332,222
SHARD,1,scikit-learn__scikit-learn-12973,scikit-learn,1,1,1,1,1,42932,2680,855
SHARD,1,scikit-learn__scikit-learn-13124,scikit-learn,1,1,1,1,1,85460,3995,222
SHARD,1,scikit-learn__scikit-learn-13135,scikit-learn,1,1,1,1,1,17590,1420,222
SHARD,1,scikit-learn__scikit-learn-13142,scikit-learn,0,1,1,1,1,27065,1600,222
SHARD,1,scikit-learn__scikit-learn-13328,scikit-learn,1,1,0,0,0,12077,642,0
SHARD,1,scikit-learn__scikit-learn-13439,scikit-learn,1,1,1,1,1,14882,1070,222
SHARD,1,scikit-learn__scikit-learn-13496,scikit-learn,0,1,1,1,1,31895,2884,855
SHARD,1,scikit-learn__scikit-learn-13779,scikit-learn,1,1,1,1,1,21868,2215,222
SHARD,1,scikit-learn__scikit-learn-14053,scikit-learn,1,1,1,1,1,40926,2066,855
SHARD,1,scikit-learn__scikit-learn-14087,scikit-learn,0,0,1,1,1,33850,1666,855
SHARD,1,scikit-learn__scikit-learn-14141,scikit-learn,0,0,1,1,1,34129,2960,222
SHARD,1,scikit-learn__scikit-learn-14496,scikit-learn,1,1,1,1,1,15945,1188,222
SHARD,1,scikit-learn__scikit-learn-14629,scikit-learn,0,1,1,1,1,46320,2666,222
SHARD,1,scikit-learn__scikit-learn-14710,scikit-learn,0,0,1,1,1,39468,3314,222
SHARD,1,scikit-learn__scikit-learn-14894,scikit-learn,1,1,1,1,1,43333,3796,222
SHARD,1,scikit-learn__scikit-learn-14983,scikit-learn,1,1,1,1,1,25076,1867,222
SHARD,1,scikit-learn__scikit-learn-15100,scikit-learn,0,0,1,1,1,25439,1404,222
SHARD,1,scikit-learn__scikit-learn-25102,scikit-learn,0,0,1,1,1,124619,11556,222
SHARD,1,scikit-learn__scikit-learn-25232,scikit-learn,1,1,1,1,1,36183,2457,222
SHARD,1,scikit-learn__scikit-learn-25747,scikit-learn,0,0,0,0,0,34303,2603,0
SHARD,1,scikit-learn__scikit-learn-25931,scikit-learn,1,1,1,1,1,41909,2072,222
SHARD,1,scikit-learn__scikit-learn-25973,scikit-learn,0,0,1,1,1,83368,3586,222
SHARD,1,scikit-learn__scikit-learn-26194,scikit-learn,1,1,1,1,1,32164,1337,855
SHARD,1,scikit-learn__scikit-learn-26323,scikit-learn,1,1,1,1,1,39846,3656,855
SHARD,1,scikit-learn__scikit-learn-9288,scikit-learn,0,1,1,1,1,34571,1716,222
SHARD,1,sphinx-doc__sphinx-10614,sphinx,1,1,1,1,1,53159,2802,148
SHARD,1,sphinx-doc__sphinx-10673,sphinx,1,1,1,1,1,68785,4511,148
SHARD,1,sphinx-doc__sphinx-11445,sphinx,1,1,1,1,1,31761,3502,148
SHARD,1,sphinx-doc__sphinx-11510,sphinx,0,1,1,1,1,94439,4245,148
SHARD,1,sphinx-doc__sphinx-7440,sphinx,0,1,1,1,1,56562,2246,330
SHARD,1,sphinx-doc__sphinx-7590,sphinx,1,1,1,1,1,16092,1467,148
SHARD,1,sphinx-doc__sphinx-7748,sphinx,1,1,1,1,1,61835,3658,148
SHARD,1,sphinx-doc__sphinx-7757,sphinx,0,1,1,1,1,29760,2065,330
SHARD,1,sphinx-doc__sphinx-7910,sphinx,0,0,1,1,1,35654,2201,148
SHARD,1,sphinx-doc__sphinx-7985,sphinx,1,1,1,1,1,41383,3736,148
SHARD,1,sphinx-doc__sphinx-8056,sphinx,0,0,1,1,1,56863,3569,330
SHARD,1,sphinx-doc__sphinx-8120,sphinx,1,1,1,1,1,57296,2068,148
SHARD,1,sphinx-doc__sphinx-8265,sphinx,0,1,1,1,1,52614,2258,578
SHARD,1,sphinx-doc__sphinx-8269,sphinx,0,0,1,1,1,114324,5392,148
SHARD,1,sphinx-doc__sphinx-8475,sphinx,1,1,1,1,1,23392,2444,148
SHARD,1,sphinx-doc__sphinx-8548,sphinx,1,1,1,1,1,23978,2929,630
SHARD,1,sphinx-doc__sphinx-8551,sphinx,1,1,1,1,1,92194,4852,330
SHARD,1,sphinx-doc__sphinx-8621,sphinx,1,1,1,1,1,21311,3135,148
SHARD,1,sphinx-doc__sphinx-8638,sphinx,1,1,1,1,1,35181,1893,148
SHARD,1,sphinx-doc__sphinx-8721,sphinx,1,1,1,1,1,23651,1558,148
SHARD,1,sphinx-doc__sphinx-9229,sphinx,0,0,1,1,1,89944,6355,578
SHARD,1,sphinx-doc__sphinx-9258,sphinx,0,0,1,1,1,50106,4100,330
SHARD,1,sphinx-doc__sphinx-9281,sphinx,0,1,1,1,1,30845,2243,578
SHARD,1,sphinx-doc__sphinx-9320,sphinx,1,1,1,1,1,22858,1580,148
SHARD,1,sphinx-doc__sphinx-9367,sphinx,0,1,1,1,1,19590,1728,148
SHARD,1,sphinx-doc__sphinx-9461,sphinx,1,1,1,1,1,38553,1931,148
SHARD,1,sphinx-doc__sphinx-9698,sphinx,0,0,1,1,1,56933,3759,330
SHARD,1,sphinx-doc__sphinx-9711,sphinx,0,1,1,1,1,85278,2061,148
SHARD,1,sympy__sympy-11618,sympy,1,1,1,1,1,19231,1694,264
SHARD,1,sympy__sympy-12096,sympy,0,1,1,1,1,54488,2629,264
SHARD,1,sympy__sympy-12419,sympy,0,0,1,1,1,39151,2991,264
SHARD,1,sympy__sympy-12481,sympy,0,0,1,1,1,91561,7423,264
SHARD,1,sympy__sympy-12489,sympy,1,1,1,1,1,104486,3284,264
SHARD,1,sympy__sympy-13031,sympy,0,1,1,1,1,53007,2489,264
SHARD,1,sympy__sympy-13091,sympy,1,1,1,1,1,9678,570,264
SHARD,1,sympy__sympy-13372,sympy,1,1,1,1,1,16216,1343,264
SHARD,1,sympy__sympy-13615,sympy,0,1,1,1,1,45907,4189,264
SHARD,1,sympy__sympy-13757,sympy,1,1,1,1,1,73878,3644,264
SHARD,1,sympy__sympy-13798,sympy,1,1,1,1,1,49881,2404,632
SHARD,1,sympy__sympy-13852,sympy,0,1,1,1,1,38818,1794,264
SHARD,1,sympy__sympy-13877,sympy,1,1,1,1,1,41001,3291,264
SHARD,1,sympy__sympy-13974,sympy,1,1,1,1,1,77514,3846,1013
SHARD,1,sympy__sympy-14248,sympy,0,0,1,1,1,77142,3667,632
SHARD,1,sympy__sympy-14711,sympy,1,1,1,1,1,14364,1059,264
SHARD,1,sympy__sympy-14976,sympy,0,1,1,1,1,71447,3049,264
SHARD,1,sympy__sympy-15017,sympy,0,0,1,1,1,28082,2673,264
SHARD,1,sympy__sympy-15345,sympy,1,1,1,1,1,17481,1565,264
SHARD,1,sympy__sympy-15349,sympy,1,1,1,1,1,23181,3304,264
SHARD,1,sympy__sympy-15875,sympy,1,1,1,1,1,56439,2887,645
SHARD,1,sympy__sympy-15976,sympy,1,1,1,1,1,29751,2214,632
SHARD,1,sympy__sympy-16450,sympy,1,1,1,1,1,19406,1077,264
SHARD,1,sympy__sympy-16597,sympy,0,1,1,1,1,40617,2090,264
SHARD,1,sympy__sympy-16766,sympy,1,1,1,1,1,12939,702,264
SHARD,1,sympy__sympy-16792,sympy,0,1,1,1,1,107442,4441,264
SHARD,1,sympy__sympy-16886,sympy,1,1,1,1,1,14256,807,264
SHARD,1,sympy__sympy-17318,sympy,1,1,1,1,1,44798,2499,645
SHARD,1,sympy__sympy-17630,sympy,0,1,1,1,1,26293,2246,264
SHARD,1,sympy__sympy-18189,sympy,0,0,1,1,1,143613,6937,1013
SHARD,1,sympy__sympy-18199,sympy,1,1,1,1,1,17144,1519,264
SHARD,1,sympy__sympy-18211,sympy,0,1,1,1,1,15746,970,264
SHARD,1,sympy__sympy-18698,sympy,0,1,1,1,1,72782,3891,1013
SHARD,1,sympy__sympy-18763,sympy,1,1,1,1,1,27040,3487,632
SHARD,1,sympy__sympy-19040,sympy,0,1,1,1,1,80536,3355,264
SHARD,1,sympy__sympy-19346,sympy,0,1,1,1,1,116040,3523,264
SHARD,1,sympy__sympy-19495,sympy,0,0,1,1,1,33832,1314,264
SHARD,1,sympy__sympy-19637,sympy,1,1,1,1,1,27437,3185,264
SHARD,1,sympy__sympy-19783,sympy,0,0,1,1,1,95349,4918,645
SHARD,1,sympy__sympy-19954,sympy,1,1,1,1,1,22566,1941,264
SHARD,1,sympy__sympy-20154,sympy,1,1,1,1,1,25318,1354,264
SHARD,1,sympy__sympy-20428,sympy,0,0,1,1,1,53201,2116,264
SHARD,1,sympy__sympy-20590,sympy,0,1,1,1,1,40582,1858,1013
SHARD,1,sympy__sympy-20801,sympy,0,1,1,1,1,52912,2576,264
SHARD,1,sympy__sympy-20916,sympy,0,1,1,1,1,31479,1466,632
SHARD,1,sympy__sympy-21379,sympy,0,1,1,1,1,55960,3293,264
SHARD,1,sympy__sympy-21596,sympy,0,1,1,1,1,34278,1619,264
SHARD,1,sympy__sympy-21612,sympy,0,1,1,1,1,34589,1836,264
SHARD,1,sympy__sympy-21847,sympy,0,0,1,1,1,85425,6063,264
SHARD,1,sympy__sympy-21930,sympy,0,0,1,1,1,50887,3535,632
SHARD,1,sympy__sympy-22080,sympy,0,0,1,1,1,122231,3360,264
SHARD,1,sympy__sympy-22456,sympy,1,1,1,1,1,28536,1814,264
SHARD,1,sympy__sympy-22714,sympy,0,0,1,1,1,59018,3764,264
SHARD,1,sympy__sympy-23262,sympy,1,1,1,1,1,50895,2362,264
SHARD,1,sympy__sympy-23413,sympy,1,1,1,1,1,111823,8372,264
SHARD,1,sympy__sympy-24066,sympy,0,0,1,1,1,75697,4157,264
SHARD,1,sympy__sympy-24443,sympy,1,1,1,1,1,29681,2249,264
SHARD,1,sympy__sympy-24539,sympy,0,0,1,1,1,33688,2126,264
SHARD,1,sympy__sympy-24562,sympy,1,1,1,1,1,41301,3635,264
SHARD,1,sympy__sympy-24661,sympy,0,1,1,1,1,32384,2532,264
SHARD,2,astropy__astropy-12907,astropy,1,1,1,1,1,34253,4119,221
SHARD,2,astropy__astropy-13033,astropy,0,1,1,1,1,23912,1286,221
SHARD,2,astropy__astropy-13236,astropy,1,1,1,1,1,22195,1435,221
SHARD,2,astropy__astropy-13398,astropy,0,1,1,1,1,67249,3053,221
SHARD,2,astropy__astropy-13453,astropy,0,1,0,0,0,127344,3620,0
SHARD,2,astropy__astropy-13579,astropy,1,1,1,1,1,102477,3110,221
SHARD,2,astropy__astropy-13977,astropy,0,0,1,1,1,41263,3625,557
SHARD,2,astropy__astropy-14096,astropy,1,1,1,1,1,30310,2699,221
SHARD,2,astropy__astropy-14182,astropy,1,1,1,1,1,52010,2665,221
SHARD,2,astropy__astropy-14309,astropy,1,1,1,1,1,15831,1078,221
SHARD,2,astropy__astropy-14365,astropy,1,1,1,1,1,24979,1537,221
SHARD,2,astropy__astropy-14369,astropy,0,1,1,1,1,50618,2082,909
SHARD,2,astropy__astropy-14508,astropy,0,0,1,1,1,43736,1936,909
SHARD,2,astropy__astropy-14539,astropy,1,1,1,1,1,30317,2766,221
SHARD,2,astropy__astropy-14598,astropy,0,1,1,1,1,144563,4482,221
SHARD,2,astropy__astropy-14995,astropy,1,1,1,1,1,62677,2213,221
SHARD,2,astropy__astropy-7166,astropy,0,0,1,1,1,39033,3203,221
SHARD,2,astropy__astropy-7336,astropy,1,1,1,1,1,24980,1513,557
SHARD,2,astropy__astropy-7606,astropy,1,1,1,1,1,19232,1647,557
SHARD,2,astropy__astropy-7671,astropy,1,1,1,1,1,30368,2335,221
SHARD,2,astropy__astropy-8707,astropy,1,1,1,1,1,11912,1176,573
SHARD,2,astropy__astropy-8872,astropy,1,1,1,1,1,59645,3875,557
SHARD,2,django__django-11087,django,0,0,1,1,1,92407,2824,399
SHARD,2,django__django-11149,django,1,1,1,1,1,64662,4945,178
SHARD,2,django__django-11206,django,1,1,1,1,1,23701,2018,178
SHARD,2,django__django-11265,django,0,1,1,1,1,49785,1493,178
SHARD,2,django__django-11555,django,0,1,1,1,1,19806,2378,178
SHARD,2,django__django-11740,django,0,1,1,1,1,62552,4513,396
SHARD,2,django__django-11790,django,1,1,1,1,1,34677,1845,178
SHARD,2,django__django-11880,django,1,1,1,1,1,27193,2778,178
SHARD,2,django__django-11885,django,1,1,1,1,1,21085,1913,178
SHARD,2,django__django-11964,django,1,1,1,1,1,18654,1109,178
SHARD,2,django__django-12039,django,1,1,1,1,1,21240,2258,178
SHARD,2,django__django-12209,django,1,1,1,1,1,35880,3258,178
SHARD,2,django__django-12276,django,0,0,1,1,1,40897,8148,178
SHARD,2,django__django-12663,django,0,1,1,1,1,66157,4816,178
SHARD,2,django__django-12708,django,0,0,1,1,1,66537,9521,399
SHARD,2,django__django-12754,django,0,0,1,1,1,149025,6618,399
SHARD,2,django__django-12774,django,1,1,1,1,1,36324,3838,178
SHARD,2,django__django-13112,django,0,0,1,1,1,17189,1006,178
SHARD,2,django__django-13121,django,1,1,1,1,1,28080,2632,178
SHARD,2,django__django-13279,django,1,1,1,1,1,34443,2103,178
SHARD,2,django__django-13344,django,0,0,1,1,1,133762,7016,178
SHARD,2,django__django-13363,django,1,1,1,1,1,28704,2656,178
SHARD,2,django__django-13410,django,1,1,1,1,1,33056,2457,178
SHARD,2,django__django-13417,django,0,0,1,1,1,147535,10259,178
SHARD,2,django__django-13512,django,1,1,1,1,1,15609,1431,178
SHARD,2,django__django-13568,django,1,1,1,1,1,14837,1518,178
SHARD,2,django__django-13807,django,1,1,1,1,1,20097,1688,178
SHARD,2,django__django-13809,django,1,1,1,1,1,29837,1825,178
SHARD,2,django__django-13821,django,0,1,1,1,1,22630,1232,434
SHARD,2,django__django-14122,django,0,1,1,1,1,60847,2253,178
SHARD,2,django__django-14140,django,1,1,1,1,1,28238,3635,396
SHARD,2,django__django-14373,django,1,1,1,1,1,11195,1363,178
SHARD,2,django__django-14434,django,1,1,1,1,1,31691,1693,178
SHARD,2,django__django-14539,django,0,0,1,1,1,32871,2824,178
SHARD,2,django__django-14608,django,1,1,1,1,1,67093,6047,178
SHARD,2,django__django-14672,django,0,1,1,1,1,151878,5501,178
SHARD,2,django__django-14725,django,0,1,1,1,1,30957,2501,178
SHARD,2,django__django-14752,django,1,1,1,1,1,47939,4695,178
SHARD,2,django__django-14787,django,0,0,1,1,1,26424,1908,178
SHARD,2,django__django-14915,django,1,1,1,1,1,22157,2386,178
SHARD,2,django__django-14999,django,1,1,1,1,1,16798,1740,178
SHARD,2,django__django-15037,django,0,1,1,1,1,21740,1101,178
SHARD,2,django__django-15128,django,1,1,1,1,1,17615,1090,178
SHARD,2,django__django-15277,django,0,1,1,1,1,31533,1487,178
SHARD,2,django__django-15280,django,0,1,1,1,1,30072,1806,178
SHARD,2,django__django-15315,django,0,0,1,1,1,46552,2481,178
SHARD,2,django__django-15375,django,0,0,1,1,1,56455,3659,178
SHARD,2,django__django-15563,django,0,1,1,1,1,47338,1901,178
SHARD,2,django__django-15695,django,0,1,1,1,1,24818,2119,178
SHARD,2,django__django-15731,django,1,1,1,1,1,24540,1885,178
SHARD,2,django__django-15814,django,1,1,1,1,1,14312,729,178
SHARD,2,django__django-15957,django,0,1,1,1,1,64952,3545,178
SHARD,2,django__django-16100,django,0,1,1,1,1,98352,4056,178
SHARD,2,django__django-16116,django,1,1,1,1,1,64513,3754,399
SHARD,2,django__django-16136,django,0,0,1,1,1,39034,3334,178
SHARD,2,django__django-16454,django,1,1,1,1,1,21034,2332,178
SHARD,2,django__django-16502,django,0,1,1,1,1,89737,5993,178
SHARD,2,django__django-16631,django,1,1,1,1,1,37469,2788,178
SHARD,2,django__django-16667,django,1,1,1,1,1,18285,2017,178
SHARD,2,django__django-17084,django,0,0,1,1,1,76966,3354,178
SHARD,2,matplotlib__matplotlib-13989,matplotlib,0,1,1,1,1,95522,4066,969
SHARD,2,matplotlib__matplotlib-14623,matplotlib,0,0,1,1,1,81336,4476,577
SHARD,2,matplotlib__matplotlib-20488,matplotlib,0,0,0,0,0,37199,1916,0
SHARD,2,matplotlib__matplotlib-20676,matplotlib,1,1,1,1,1,72522,3127,577
SHARD,2,matplotlib__matplotlib-20826,matplotlib,0,1,1,1,1,47093,1924,969
SHARD,2,matplotlib__matplotlib-20859,matplotlib,0,0,1,1,1,53464,4267,217
SHARD,2,matplotlib__matplotlib-21568,matplotlib,0,0,1,1,1,90094,3791,577
SHARD,2,matplotlib__matplotlib-22719,matplotlib,0,1,1,1,1,35680,1843,577
SHARD,2,matplotlib__matplotlib-22865,matplotlib,1,1,1,1,1,36679,1555,217
SHARD,2,matplotlib__matplotlib-22871,matplotlib,0,0,1,1,1,83941,3297,577
SHARD,2,matplotlib__matplotlib-23299,matplotlib,0,1,1,1,1,33363,1337,217
SHARD,2,matplotlib__matplotlib-23314,matplotlib,0,0,1,1,1,99894,4526,217
SHARD,2,matplotlib__matplotlib-23412,matplotlib,1,1,1,1,1,40065,1884,217
SHARD,2,matplotlib__matplotlib-23476,matplotlib,0,1,1,1,1,29363,1811,217
SHARD,2,matplotlib__matplotlib-24026,matplotlib,1,1,1,1,1,30279,1668,217
SHARD,2,matplotlib__matplotlib-24149,matplotlib,0,0,1,1,1,84900,3649,577
SHARD,2,matplotlib__matplotlib-24177,matplotlib,0,1,1,1,1,29000,1791,217
SHARD,2,matplotlib__matplotlib-24570,matplotlib,1,1,1,1,1,56766,4217,217
SHARD,2,matplotlib__matplotlib-24627,matplotlib,1,1,1,1,1,35383,2450,577
SHARD,2,matplotlib__matplotlib-24637,matplotlib,1,1,1,1,1,33492,2639,217
SHARD,2,matplotlib__matplotlib-24870,matplotlib,1,1,1,1,1,96349,3590,969
SHARD,2,matplotlib__matplotlib-24970,matplotlib,0,0,1,1,1,67969,2876,609
SHARD,2,matplotlib__matplotlib-25122,matplotlib,1,1,1,1,1,36277,1916,217
SHARD,2,matplotlib__matplotlib-25287,matplotlib,1,1,1,1,1,15904,1242,969
SHARD,2,matplotlib__matplotlib-25311,matplotlib,0,1,1,1,1,32853,2201,217
SHARD,2,matplotlib__matplotlib-25332,matplotlib,0,1,1,1,1,36899,2260,969
SHARD,2,matplotlib__matplotlib-25479,matplotlib,1,1,1,1,1,55606,3454,609
SHARD,2,matplotlib__matplotlib-25775,matplotlib,1,1,1,1,1,75180,4288,217
SHARD,2,matplotlib__matplotlib-25960,matplotlib,1,1,1,1,1,34600,2979,217
SHARD,2,matplotlib__matplotlib-26113,matplotlib,1,1,1,1,1,33625,1565,217
SHARD,2,matplotlib__matplotlib-26208,matplotlib,0,1,1,1,1,114908,4310,577
SHARD,2,matplotlib__matplotlib-26291,matplotlib,1,1,1,1,1,27929,1691,217
SHARD,2,matplotlib__matplotlib-26342,matplotlib,0,1,1,1,1,54658,2762,217
SHARD,2,matplotlib__matplotlib-26466,matplotlib,0,0,1,1,1,62488,3273,217
SHARD,2,pydata__xarray-3993,xarray,1,1,1,1,1,17663,1095,149
SHARD,2,pydata__xarray-4075,xarray,1,1,1,1,1,40980,2598,149
SHARD,2,pydata__xarray-4094,xarray,1,1,1,1,1,22976,2099,149
SHARD,2,pydata__xarray-4356,xarray,1,1,1,1,1,22023,2227,149
SHARD,2,pydata__xarray-4695,xarray,0,1,1,1,1,63388,2606,149
SHARD,2,pydata__xarray-4966,xarray,1,1,1,1,1,52219,2419,149
SHARD,2,pydata__xarray-6599,xarray,1,1,1,1,1,47227,1751,313
SHARD,2,pydata__xarray-6721,xarray,0,1,0,0,0,24040,1152,0
SHARD,2,pydata__xarray-6744,xarray,1,1,1,1,1,62600,4136,149
SHARD,2,pydata__xarray-6938,xarray,0,0,1,1,1,41005,1390,149
SHARD,2,pydata__xarray-6992,xarray,1,1,1,1,1,17176,1678,149
SHARD,2,pydata__xarray-7233,xarray,1,1,1,1,1,81409,4832,313
SHARD,2,pytest-dev__pytest-10051,pytest,0,0,1,1,1,48752,3074,229
SHARD,2,pytest-dev__pytest-10081,pytest,0,1,1,1,1,58157,2564,327
SHARD,2,pytest-dev__pytest-10356,pytest,0,0,1,1,1,41488,2854,327
SHARD,2,pytest-dev__pytest-5262,pytest,1,1,0,0,0,17580,1805,0
SHARD,2,pytest-dev__pytest-5631,pytest,1,1,1,1,1,22746,1947,337
SHARD,2,pytest-dev__pytest-5787,pytest,1,1,1,1,1,48851,3606,313
SHARD,2,pytest-dev__pytest-5809,pytest,1,1,1,1,1,9512,545,229
SHARD,2,pytest-dev__pytest-5840,pytest,0,0,1,1,1,69346,3006,337
SHARD,2,pytest-dev__pytest-6197,pytest,1,1,1,1,1,17975,1663,337
SHARD,2,pytest-dev__pytest-6202,pytest,0,0,1,1,1,61199,2883,260
SHARD,2,pytest-dev__pytest-7205,pytest,0,0,0,0,0,20624,990,0
